job_text,job_type
"Overview:

As a Data Scientist on our solutions delivery team, you will have the unique opportunity to work on programs advancing the digital transformation of critical government systems. This program is for one of our intelligence customers.

Our delivery teams are driven to explore new ideas and technology, and care deeply about collaboration, feedback, and iteration. We follow SAFe agile practices, embrace the Ops (DataOps/DevSecOps/MLOps) to “automate-first”, use modern tech stacks, and constantly challenge each other to grow and improve.

If large-scale, data-driven projects resonate with you, and you care deeply about joining a mission-driven company with a strong growth direction and diverse culture, we'd love to learn more about you. Check out the details below, and let’s connect.
Responsibilities:

Technical members of our solutions teams require little guidance, but love to learn, collaborate, and problem solve. This position requires a senior level of experience, a passion to provide expert level data science instruction and assistance in creating curriculum and exercises, and a strong desire to solve our customers’ hardest technical and data challenges.

The Data Scientist will be responsible for the following:
Responsible for assisting in curriculum creation and instruction to help students learn the collection, cleaning and munging of data to meet the Sponsor's purpose
Duties vary according to the specific course and may include experimental frameworks for product development and machine learning with the aim to lay a strong data foundation for robust analytics to be performed.
Qualifications:

Requirements:
Senior or Expert skill level
5+ (Senior) or 7+ Expert) years of related experience
Thorough (Senior)/Working (Expert) knowledge of individual, organizational, technological, or transnational issues of national security concern
Prior experience with the Intelligence Community and methodological experience in some of the following areas: relationships and discovery (correlating, enriching and prioritizing data about activity among actors, devices or facilities to enable the discovery of structure, roles, key relationships and targets), situational awareness (unifying data into a single context, allowing the current situation to be accurately and quickly understood), systems modeling (building a computational analog of a real-world system - political, military, economic, social or technical - to understand how it operates, what it is capable of, and how it may react to shocks) and business analytics ( supporting data-driven decisions about how we can improve the business of intelligence).
Thorough/Working knowledge of appropriate analytic methods and methodological tools in two or more (Senior)/all three (Expert) of the following areas:
Applied mathematics ( e.g. probability and statistics, multivariable calculus, linear algebra, ordinary and partial differential equations, stochastic processes, graph theory)
Computer programming ( e.g., scripting, data parsing/ETL, artificial intelligence, machine learning, math/statistics packages, natural language processing, software versioning, distributed computing)
Visualization (e.g., dashboard creation, network analysis, GIS/geospatial analysis, telemetry analysis)
Thorough/Working knowledge of Python and some of the following software/tools: SQL, R, Hadoop, Spark, Java, CIC++, Git, Bash, Tableau, ArcGIS, Unix commands
Thorough/Working knowledge of research designs
Thorough/Working knowledge of collection methods, capabilities, and tasking process
Familiarity with project management concepts and principles
Intellectual curiosity, creativity and innovation to go beyond current tools to deliver the best solution to complex problems
Strong analytical and critical thinking skills
Ability to leverage multiple data management tools to organize relevant information and make decisions
Ability to develop comprehensive software applications, as needed
Ability to translate complex, technical findings into an easily understood narrative (i.e., tell a story with the data) in graphical, verbal, or written form
Ability to multitask and change focus quickly as demands change
Ability work collaboratively and effectively in a team environment
Ability to establish and maintain internal and external professional networks including subject matter experts, collectors, and decision makers that are necessary to carry out tasks or projects
TS/SCI + Full Scope Poly Required
#CJ

We're looking for a motivated Data Scientist eager to advance not only your professional career, but also the missions of our Intelligence and Defense communities. At NT Concepts, you'll be able to:
Have a meaningful impact on the company's growth, and share in the rewards accordingly
Develop your own career path through our What’s Next program, which emphasizes person growth through training and certification
Work on programs of importance that directly impact National Security and the world
Work in a fun, “challenging yet rewarding” fast-paced environment",data scientist
"Business Group Highlights


Intelligence
The Intelligence group provides high-end systems engineering and integration products and services, data analytics and software development to national and military intelligence customers. Serving federal agencies and the Intelligence Community for more than 50 years, the Intelligence group helps our clients meet their mission needs by providing trusted advisors, leading-edge technologies, and innovative solutions.

Responsibilities

Involved in the analysis of unstructured and semi-structured data, including latent semantic indexing (LSI), entity identification and tagging, complex event processing (CEP), and the application of analysis algorithms on distributed, clustered, and cloud-based high-performance infrastructures. Exercises creativity in applying non-traditional approaches to large-scale analysis of unstructured data in support of high-value use cases visualized through multi-dimensional interfaces. Handle processing and index requests against high-volume collections of data and high-velocity data streams. Has the ability to make discoveries in the world of big data. Requires strong technical and computational skills - engineering, physics, mathematics, coupled with the ability to code design, develop, and deploy sophisticated applications using advanced unstructured and semi-structured data analysis techniques and utilizing high-performance computing environments. Has the ability to utilize advance tools and computational skills to interpret, connect, predict and make discoveries in complex data and deliver recommendations for business and analytic decisions. Experience with Cloud-based data analysis tools. Experience with machine learning, algorithm analysis, and data clustering.

Qualifications

Requires 3 to 8 years with BS/BA or 3 to 5 years with MS/MA or 0 to 2 years with PhD.
TS/SCI with Poly Required
Focus on design, implementation and operation of data management systems. Design how data is stored, consumed, integrated and managed by different entities and systems.
Experience with SQL, Python, Spark
Machine Learning technologies/packages (Sagemaker, DataBricks, PyTorch and the similar)
Statistical techniques for analyzing data and visualization techniques for summarizing complex data analyses.

About Perspecta

What matters to our nation, is what matters to us. At Perspecta, everything we do, from conducting innovative research to cultivating strong relationships, supports one imperative: ensuring that your work succeeds. Our company was formed to bring a broad array of capabilities to all parts of the public sector—from investigative services and IT strategy to systems work and next-generation engineering.

Our promise is simple: never stop solving our nation’s most complex challenges. And with a workforce of approximately 14,000, more than 48 percent of which is cleared, we have been trusted to do just that, as a partner of choice across the entire sector.

Perspecta is an AA/EEO Employer - Minorities/Women/Veterans/Disabled and other protected categories.

As a government contractor, Perspecta abides by the following provision

Pay Transparency Nondiscrimination Provision

The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of the other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c).",data scientist
"***** All positions require a Active (TS/SCI) Clearance with a Polygraph to be considered *****

MANDATORY SKILLS

Must be a U.S. Citizen

Must have a TS/SCI w Poly

1. Proven experience developing machine learning algorithms (list years’ experience only)

2. Outstanding analytical and problem solving skills through the application of machine learning algorithms (list years’ experience only)

3. Knowledge and understanding of information security principles (list years’ experience only)

4. Excellent written and oral communication skills in order to deliver business impact of data analysis capabilities to senior leadership, tech directors and engineers. Communication in the form briefings, storytelling to share insights, white papers, and publishing web content (list years’ experience only)

5. Demonstrated experience with requirements analysis, definition and documentation (list years’ experience only)

OPTIONAL SKILLS

1. Experience using Splunk and writing Splunk queries in SPL (list years’ experience only)

2. Extensive experience developing in Python (list years’ experience only)

3. Extensive experience using Tableau (list years’ experience only)

4. Experience delivering data analytic capabilities in the Sponsor’s work environment (list years’ experience only)

5. Extensive working knowledge of the Sponsor’s and customer’s IT resources (i.e., networks, platforms, and standards) and the ability to apply this knowledge to meet project goals (list years’ experience only)",data scientist
"Data Science Advisor
Posting Number: #105-20
Position Title: Data Science Advisor
Closing Date: Until Filled
Location: Arlington, VA

Apply Here
SUSTAINING TECHNICAL AND ANALYTIC RESOURCES


FELLOWSHIP TITLE: Data Science Advisor

HOST ORGANIZATION: Strategic Information, Evaluation and Informatics Division, Office of HIV/AIDS, Bureau for Global Health, United States Agency for International Development

POSITION LEVEL: Mid-Career Technical Advisor

STAR-P1-079

TRAVEL: 25% estimated travel


STAR PROGRAM DESCRIPTION

Sustaining Technical and Analytic Resources (STAR) is a project of the Public Health Institute (PHI) supported by the US Agency for International Development (USAID) Global Health (GH) Bureau. Its purpose is twofold: (1) Through individual fellowships, STAR will help strengthen the capacity of diverse American and low-and-middle-income country (LMIC) health professionals at all levels to make innovative contributions to global health (GH); and (2) STAR will create ground-breaking opportunities for both US and LMIC GH academic institutions and other groups, including professional associations, to create systems for open-access knowledge sharing, resulting in effective partnerships. STAR’s individual and institutional participants are contributing to the development of self-sustaining systems and tools that will produce global citizens with the full spectrum of relevant health competencies. STAR is managed by the Public Health Institute and implemented in partnership with Johns Hopkins University (JHU), the University of California, San Francisco (UCSF), and the Consortium of Universities for Global Health (CUGH).


ABOUT THE FELLOWSHIP

The STAR Fellowship is a two-year global health and learning opportunity with:

Individualized, tailored support to enhance the fellow’s achievement personal and professional goals
Personalized learning plans and access to learning resources (courses, conferences, mentoring) based on fellow’s learning style and preferences.
Access to broad professional networks to enhance peer learning and knowledge sharing.


FELLOWSHIP OPPORTUNITY DESCRIPTION

Background:

The Bureau for Global Health’s Office of HIV and AIDS (OHA) is the locus of technical leadership for HIV and AIDS programming implemented by USAID. The Office provides input into USG decisions concerning the strategic allocation of financial and human resources in the sector and supports USAID headquarters and field missions in designing and implementing effective HIV and AIDS programs. Within OHA, the Strategic Information, Evaluation, and Informatics (SIEI) Division provides strategic direction, technical leadership, and implementation support to USAID HQ, Missions, and the interagency in managing and utilizing PEPFAR program and financial data and systems to ensure accountability and demonstrate progress towards epidemic control. The SIEI Division is hiring two Data Science Advisors, one who will be a member of the Health Informatics Team and one who will be a member of the Evaluation Team in the SIEI Division.


Introduction:

The Data Science Advisor (Advisor) provides leadership and technical expertise in conducting advanced analytics to better inform HIV/health programming through complex relationships with and between PEPFAR Measurement, Evaluation, and Research (MER) data and country-specific or survey data. They are responsible for working with subject matter experts to address priority development challenges and enhance the Agency’s capacity to integrate data and analysis into routine decision making.


Reporting structure:
The Advisor in the Health Informatics Team will work closely with and receive technical direction from the Health Informatics Branch Chief, who will serve as their Onsite Manager. The Advisor in the Evaluation Team will work closely with and receive technical direction from the Evaluation Branch Chief, who will serve as their Onsite Manager.


Essential Duties and Outcomes:

Enhance quality of data science and analytical support across OHA:
Apply data science techniques to priority international development challenges.
Assist USAID subject matter experts with data science focused analytical thinking for improved planning, monitoring, evaluation, and reporting of programs.
Design, develop and deliver data analysis and visualization products to support USAID/OHA operations at all stages of the development programming cycle.
Acquire, process, manage, and analyze data from a range of sources for improved decision making.
Collaborate with data analysts and program experts across USAID to develop, streamline, and improve existing and emerging PEPFAR and USAID Strategic Information systems, processes, and coordination.


Build agency capacity on data analysis:

Provide consultation to non-technical audiences and develop and implement guidance on integrating data and analysis in routine decision-making processes.
Prepare concept papers, background analyses, and briefings to build support for the use of data analytics and data science techniques throughout the USAID.
Facilitate discussion among key USAID stakeholders to articulate a vision and plan for integrating data science into planning, delivering, and assessing development programs.
Lead and conduct trainings to improve the skill sets of headquarters and field staff in the areas of data analysis and visualization through statistical software packages (eg. R, Stata, Excel) and visualization tools (eg. Tableau, ArcGIS/QGIS, R, Excel, and Inkscape/Adobe Illustrator).


Anticipated learning outcomes: * Required 10% time
Develop an understanding of how to apply core global health competencies defined as development practice, cross cultural awareness, communication, capacity strengthening, ethics of public health, health equity, gender equality and global burden of disease to global health practice.
Apply technical knowledge in health information systems and strategic information development to global health program activities.
Identify and leverage a broad network of peers and advisors within global health to enhance peer support learning and professional development.


FELLOWSHIP REQUIREMENTS

Required:

Minimum 7 years of relevant technical experience with a master’s degree in Statistics, Math, Computer Science, Economics, Engineering, or a related technical field or a minimum 9 years of relevant technical experience with a bachelor’s degree.
Strong quantitative background; experience in data collection, management, cleaning, processing, and applied analysis using one or more of these statistical software or programming languages (Python, Stata, SAS, R, SPSS, MATLAB, Tableau, PowerBI).
Ability to produce compelling data visualization products.
Curious, self-motivated individual with excellent communications skills — must be able to distill highly technical quantitative methods into policy relevant snippets.
Experience translating analysis into briefing documents or presentations for senior leadership.
Ability to apply data science analytical techniques to problems and data sets spanning diverse sectors as agriculture, democracy & governance, economic growth, education, environment, and health.
Ability to travel internationally at least 25% of the time.
US citizenship or US permanent residency required.

TO APPLY:

All applicants are required to apply for this position through STAR’s online recruitment system at https://www.ghstar.org/, which allows you to store your CV/resume and separate cover letter describing your qualifications and experience, interest and familiarity with issues relating to this position, and how this position relates to your career goals is required for each application
The Public Health Institute is committed to a policy that provides equal employment opportunities to all employees and applicants for employment without regard to race, color, sex, religion, national origin, ancestry, age, marital status, pregnancy, medical condition including genetic characteristics, physical or mental disability, veteran status, gender identification and expression, sexual orientation, and to make all employment decisions so as to further this principle of equal employment opportunity. To this end, the PHI will not discriminate against any employee or applicant for employment because of race, color, sex, religion, national origin, ancestry, age, marital status, pregnancy, medical condition including genetic characteristics, physical or mental disability, veteran status, gender identification and expression, sexual orientation, and will take affirmative action to ensure that applicants are offered employment and employees are treated during employment without regard to these characteristics.

To apply for any position, you must create an account on the Public Health Institute’s job application site. After creating your account, you may search the open positions and apply for the specific position that interests you. Please note, mailed and emailed applications will not be accepted.

We’re so pleased the Public Health Institute is an organization you would like to work with. Do you have questions about this opportunity? If so, email our recruitment team at Recruitment@phi.org.",data scientist
"Description
Job Description:
Why wake up every day and want more when YOU CAN HAVE IT? Do you love KNOWING at the end of each day that your work made a difference? We embrace and solve some of the world's toughest challenges. We’re focused on ensuring our intelligence customers have the right tools, technologies, and tactics to keep pace with an ever evolving threat landscape and succeed in their mission to protect people and critical assets around the world. Who wouldn’t be fulfilled being part of that every day? We know once you join Team Leidos, you are sure to go home at the end of every day knowing YOU MADE A DIFFERENCE, resulting in one of the most REWARDING careers you could have imagined. EACH DAY MATTERS!
Leidos is seeking a Data Scientist to provide mission critical support to our customer. In this role, you will uses Data Science and Engineering techniques to satisfy customer requirements. This role requires familiarization with a broad range of data analysis tools and techniques in order to leads complex projects requiring data analysis, interpretation, and communication to support decision-makers and customers. You will implement data auditing, reporting, and security through the use of existing tools and developing new ones. Requires a familiarization with a broad range of data analysis tools and techniques

Primary Responsibilities
Create innovative solutions to meet the technical needs of customers.
Develop custom data models and algorithms to apply to data sets.
Participate in the development of documentation.
Coordinate closely with customers, Scrum Masters, and cross-functional areas to communicate project statuses and initiatives.
Analyze data to effectively coordinate the installation of new systems or modifications to existing systems.
Support the Agile software development lifecycle.
Communicate key project data to team members and build team cohesion and effectiveness.
Develop and execute project plans leveraging Atlassian tool suite like JIRA and Confluence to track activities.
Apply best practices and standard operating procedures.

Basic Qualifications
Candidate must have a BS and 2-4 years or prior relevant experience or Masters and 2 years or prior relevant experience. Additional years of experience can be accepted in lieu of education.
Excellent communication skills: written, verbal and presentation, in order to coordinate across teams to support decision-makers and customers.
Preferred Qualifications
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
Experience visualizing/presenting data for stakeholders.
Experience querying and analyzing machine logs.

Clearance/Citizenship
Candidate must be US Citizen.
Candidate must have an active TS/SCI with Polygraph
External Referral Bonus:
Eligible
Potential for Telework:
No
Clearance Level Required:
Top Secret/SCI with Polygraph
Travel:
No
Scheduled Weekly Hours:
40
Shift:
Day
Requisition Category:
Professional
Job Family:
Data Scientist
Leidos is a Fortune 500® information technology, engineering, and science solutions and services leader working to solve the world’s toughest challenges in the defense, intelligence, homeland security, civil, and health markets. The company’s 38,000 employees support vital missions for government and commercial customers. Headquartered in Reston, Va., Leidos reported annual revenues of approximately $11.09 billion for the fiscal year ended January 3, 2020. For more information, visit www.Leidos.com.
Pay and benefits are fundamental to any career decision. That's why we craft compensation packages that reflect the importance of the work we do for our customers. Employment benefits include competitive compensation, Health and Wellness programs, Income Protection, Paid Leave and Retirement. More details are available here.
Leidos will never ask you to provide payment-related information at any part of the employment application process. And Leidos will communicate with you only through emails that are sent from a Leidos.com email address. If you receive an email purporting to be from Leidos that asks for payment-related information or any other personal information, please report the email to spam.leidos@leidos.com.
All qualified applicants will receive consideration for employment without regard to sex, race, ethnicity, age, national origin, citizenship, religion, physical or mental disability, medical condition, genetic information, pregnancy, family structure, marital status, ancestry, domestic partner status, sexual orientation, gender identity or expression, veteran or military status, or any other basis prohibited by law. Leidos will also consider for employment qualified applicants with criminal histories consistent with relevant laws.",data scientist
"Sierra7, INC. are looking to add a Junior Cloud AI-MLSupport Engineer to their CHS Service Design team. The resource will focus on supporting Artificial Intelligence and Machine Learning (AI-ML) technologies in the AWS environment. They will work in partnership with the CHS AI-ML Service Manager. The Junior Cloud AI-ML Support Engineer will develop and deploy AI and Machine Learning models as part of a collaborative team, using the capabilities provided by AWS SageMaker and other platforms. The Junior AI-ML support engineer will do follow-on engagements with customers to help them use SageMaker and other AI services in the CHS AWS environment as needed. This could include introducing the customer to using the CHS environment, performing coding required to help them prepare data, ensuring they use SageMaker properly in line with the strategies laid out by the AI-ML Service Manager, and performing ML model training / validation program design and execution . Additionally, the Junior AI-ML Support Engineer will work with customers as appropriate to help show or teach them how the AI/ML tools are used with the goal that in future they may be positioned to be self-supporting in future ML/AI endeavors with CHS.

Essential Engineering Qualifications:

Demonstrated ability to design and develop AI-ML models using Python libraries including tensorflow and Keras.
Experience using Jupyter Notebooks and Jupyter Lab development environments.
Experience with preparing data for use in ML model training, including feature set and label development.
Demonstrated ability to work with AWS SageMaker to advance machine learning investigations.
Ability to deliver technical solutions as code which is well-documented and includes plan for full-service lifecycle management

Preferred Qualifications:

Experience in AWS SageMaker.
Familiarity and/or experience using various AWS AI services.
Certification in Machine Learning algorithms and technologies from a top university or recognized training provider.
Experience with developing AI or Machine Learning via either work experience or coursework, using Python. Jupyter Notebooks experience is a plus, as is working knowledge of a variety of AI-ML models (supervised and unsupervised learning, CNNs, RNNs, NLP, k-means, general deep learning networks) and application types (e.g. IOT remote sensing, image recognition, document classification, probability and forecasting, data clustering).

Clearance Required:

Ability to pass a federal government background investigation

Education:

Minimum Education: B.S. in C.S, Operations Research, Statistics, Mathematics, or Physics preferred, other STEM with applicable statistics, and mathematics coursework also acceptable.

Disclaimer

The above statements are intended to describe the general nature and level of work being performed by people assigned to this classification. They are not to be construed as an exhaustive list of all responsibilities, duties, and skills required of personnel so classified. All personnel may be required to perform duties outside of their normal responsibilities from time to time, as needed.",data scientist
"Description
Job Description:
Leidos is hiring a Data Scientist at Ft. Meade. All work is on site; an active TS/SCI clearance with a polygraph is required!
Leidos is hiring a Data Scientist at Fort Meade, MD. This position is part of a large program supporting Air Combat Command’s (ACC) Intelligence Surveillance and Reconnaissance (ISR) mission. A candidate must have an active TS/SCI with Polygraph to be considered for the role.
Primary Responsibilities
The Data Scientist candidate will provide a host of services to the Air Force which includes but is not limited to:
Data mining analyzing data from AF and NSA databases to drive optimization and improvement of product development and manpower and personnel strategies.
Developing custom data models and algorithms to apply to data sets and use predictive modeling to increase and optimize 70ISRW outcomes.
Developing testing framework and test model quality.
Developing processes and tools to monitor and analyze model performance and data accuracy.
Identifying and customizing, if necessary, COTS tools for administration and data collection, or to leverage, support, and integrate the process with tools built for the AF and/or its component elements.
Providing an advanced capability for data analysis of relevant information from disparate data types, promoting visualization and storytelling to discover insights that help guide business decisions.
Coordinating and facilitating Community of Practice (COP) and working group meetings, to include meeting logistics, agenda development and presenter coordination, day-of execution and facilitation, documentation and distribution of meeting minutes and presentations.
Basic Qualifications:
Active TS/SCI with a polygraph
MA/MS in Computer Science, Math, Data Science, Information Systems or related discipline and 10+ yrs of experience in data modeling, data analysis and/or data science experience
10+ years in the intelligence community
1+ yrs with Tableau
Ability to translate complex, technical, or analytic findings into an easily understood narrative- tell a story with the data in graphical, verbal, or written form.
Experience performing research in Data Analytics or big data.
Preferred Qualifications
Experience supporting the ACC ISR enterprise and/or the Air Force
External Referral Bonus:
Eligible
Potential for Telework:
No
Clearance Level Required:
Top Secret/SCI with Polygraph
Travel:
Yes, 10% of the time
Scheduled Weekly Hours:
40
Shift:
Day
Requisition Category:
Professional
Job Family:
Data Scientist
Leidos is a Fortune 500® information technology, engineering, and science solutions and services leader working to solve the world’s toughest challenges in the defense, intelligence, homeland security, civil, and health markets. The company’s 38,000 employees support vital missions for government and commercial customers. Headquartered in Reston, Va., Leidos reported annual revenues of approximately $11.09 billion for the fiscal year ended January 3, 2020. For more information, visit www.Leidos.com.
Pay and benefits are fundamental to any career decision. That's why we craft compensation packages that reflect the importance of the work we do for our customers. Employment benefits include competitive compensation, Health and Wellness programs, Income Protection, Paid Leave and Retirement. More details are available here.
Leidos will never ask you to provide payment-related information at any part of the employment application process. And Leidos will communicate with you only through emails that are sent from a Leidos.com email address. If you receive an email purporting to be from Leidos that asks for payment-related information or any other personal information, please report the email to spam.leidos@leidos.com.
All qualified applicants will receive consideration for employment without regard to sex, race, ethnicity, age, national origin, citizenship, religion, physical or mental disability, medical condition, genetic information, pregnancy, family structure, marital status, ancestry, domestic partner status, sexual orientation, gender identity or expression, veteran or military status, or any other basis prohibited by law. Leidos will also consider for employment qualified applicants with criminal histories consistent with relevant laws.",data scientist
"AI Solutions Engineer - ITDCM (Job Number: 2000931)This vacancy shall be filled by a 3-year Term appointment in accordance with the Fund’s new employment rules taking effect on May 1, 2015.
Description

Under the direction of the Platforms Family Owner, the AI Solutions Engineer provides Fund-wide services on AI, machine learning and big data analytics capabilities to understand and solve complex problems related to Fund’s business capabilities of surveillance, lending and capacity development. She/he develops innovative solutions for emerging business needs through creation, implementation and deployment of data driven models, methods and algorithms by using machine learning tools and techniques, and contributes to the development of sample applications, tutorials, presentations and training material on the use of large-scale structured and unstructured data. She/he advises on data-driven scientific methods, processes, algorithms and systems.

Main Responsibilities:
Collaborates with economist, financial sector specialists and data scientists to deliver AI models and solutions
Designs and implements of efficient, adaptable, scalable, and reliable pipelines and algorithms to process unstructured and structured data
Implements new statistical or other mathematical methodologies as needed for specific models or analysis
Researches and analyzes complex data sets, combines different sources and types of data to develop machine learning based models making value out of data
Uses AI to empower business with novel capabilities such as automating processes by utilizing machine learning
Develops minimum viable products based on machine learning
Assists to end-to-end Proof of Concept process
Prototypes solutions and conducts experiments highlighting results and lessons learned
Helps the users evaluate the AI solution from a technical perspective
Leverages industry knowledge and stays close to latest technology trends
Contributes to the development of sample applications, tutorials, presentations and training material for big data and machine learning technologies
Takes on other responsibilities required to deliver AI solutions.
Qualifications

Educational development, typically acquired through the completion of an advanced university degree in computer science, engineering, mathematics or related field of study or equivalent, plus a minimum of four years of relevant professional experience; or a bachelor's degree in computer science or a related field of study plus a minimum of 10 years of relevant professional experience, is required.

In addition to the above-mentioned qualifications, the following is desirable:
Knowledge of machine learning modeling
Experience with ETL for large-scale, complex data sets
Advanced programming skills
The IMF is committed to achieving a diverse staff, including age, creed, culture, disability, educational background, ethnicity, gender, gender expression, nationality, race, religion and beliefs, and sexual orientation.",data scientist
"Role Information
Job Title: Manager - Management Accounting (Data Scientist) (Advanced Analytics)
Department: Management Accounting
Business Unit: Administration
Reports To: Sr. Manager - Management Accounting (Data Scientist) (Advanced Analytics)
Supervisory Role: No
FLSA Status: Exempt

Job Summary
The Manager - Management Accounting (Data Scientist)(Advanced Analytics) provides support to executive management and operational departments by developing complex data products that are integrated into business processes and generate added business value. The role is responsible for partnering with internal stakeholders across the business locally and internationally. This individual optimizes business processes through modern machine learning techniques and helps integrate the developed models into productive software. This individual will leverage their analytical skills to communicate, ask the right questions, and apply their advanced analytics / data science skills to give a relevant answers to business problems.

Essential Functions
Partner with internal business units to understand their business problems and help them define, develop, and implement complex data products that are integrated into business processes and generate added business value
Full lifecycle development from analyzing current processes, providing functional specifications, designing and developing solutions, and testing and providing on-going support
Leverage predictive and prescriptive methods by using modern machine learning techniques to optimize business processes
Support the transfer from current Excel-based analysis tools to advanced analytics products or innovative machine learning models to solve diverse challenges and opportunities
Cross-analyze data from different sources in order to create new insights to the business to solve real-world business problem
Help to integrate the developed models into productive software
Upskill colleagues by creating a culture of experience exchange with the aim of improving understanding and efficiency of the department’s processes and products
Perform all other duties as assigned
Required
Required Knowledge, Skills, Abilities
Knowledge in big-data technologies (SQL, Hadoop, Hive, Spark)
Knowledge of machine learning, optimization, and data mining methods (e.g. using Python, R, or Analytics-tools like Alteryx, KNIME, RapidMiner)
Statistical knowledge, predictive modelling
Knowledge of applying time-series / regression analysis, clustering-methods, effectiveness testing (A-/B-hypotheses testing) to solve diverse business problems
Understand complex problems and scenarios, and analyzing them in detail
Ability to work to tight deadlines and to deliver accurate results
Excellent communication skills and ability to work well in a team
Ability to work on projects and solve problems independently


Preferred Knowledge, Skills, Abilities
German language skills
Knowledge of Azure Databricks, Azure ML, SQL/Hive and Spark as well as visualization tools like Power-BI or similar


Required Education, Certifications/ Licenses, Related Experience
Bachelor’s Degree in data science, mathematics/statistics, computer science, physics, or a related subject
3+ years of experience in related field in corresponding subjects or related fields


Physical Job Requirements
Ability to work a variety of shifts including nights, weekends, and holidays as needed
Ability to work in a fast-paced working environment, including the store(s), distribution center(s), warehouse(s), and/or corporate office(s) with the capability to switch job functions/roles quickly
Ability to remain in a stationary position (standing and/or seated) more than half the time
Ability to maneuver cases of product (lift, move, carry, slide, etc.) up to 30 lbs.
Ability to operate machinery and/or equipment that requires the constant use of hands/fingers/wrists
Ability to spend more than half the time viewing computer monitors
Ability to identify and distinguish between colors more than half the time


Travel Requirements
This position commutes between stores, regional offices and/or distribution centers less than 25% of the time
This position requires overnight domestic travel less than 25% of the time
This position requires overnight international travel less than 25% of the time
Anticipated travel will be by car, air, and/or train
Preferred
External Job Desc Footer. <p><strong><em>Lidl US, LLC &amp; Affiliates provides equal employment opportunities (EEO) to all employees and applicants without regard to, including but not limited to, race, sex, color, religion, gender, sexual orientation or preference, gender identity or expression, national origin or ethnicity, age, marital status, pregnancy, genetic information, disability, or veteran status, in accordance with applicable federal, state and local laws.</em></strong></p>

Lidl US, LLC & Affiliates provides equal employment opportunities (EEO) to all employees and applicants without regard to, including but not limited to, race, sex, color, religion, gender, sexual orientation or preference, gender identity or expression, national origin or ethnicity, age, marital status, pregnancy, genetic information, disability, or veteran status, in accordance with applicable federal, state and local laws.",data scientist
"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.

Facebook is seeking research interns to join the Core Data Science team in the Washington D.C. office. Individuals in this role are expected to be comfortable working as a scientist, software engineer, and data analyst, and have a passion for solving real-world problems. With a flexible range of projects, the ideal candidate will have a broad set of interests, including areas such as statistics, machine learning, experimental design, dynamical systems, differential privacy, and network science.

Work with a small group of senior research scientists that consult with business and product teams to execute practical solutions
Quickly learn and deploy appropriate data science tools and methodologies as needed, with tasks ranging from A/B testing to data processing and analysis to production engineering to optimization and machine learning
Translate and implement cutting-edge academic research into practical and scalable algorithms

Currently has, or is in the process of obtaining, a PhD degree in Computer Science, Statistics, Mathematics, Physics, Engineering, or related fields
Experience with empirical research and answering questions from data
Ability to communicate complex quantitative analysis in a clear, precise, and actionable manner
Strong programmer in Python and at least one low-level programming language such as C++ or Java
Research experience and publications in at least one of the following areas: statistics, machine learning, experimental design, dynamical systems, differential privacy, or network science
Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employmen
Must be currently enrolled in a full-time degree program and returning to the program after the completion of the internship/co-op

Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.
Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com.",data scientist
